Connected Company,Start Company Sector,Connected Company Sector,Start CompanyID*,Start Company Type,Start Company Role End Date,Connected Company Index,DirectorID*,Connected Company Duration,ED/NED/Non-Brd,Connected Company Role End Date,Connected Company Current/Historic,Start Company Current/Historic,Connected CompanyID*,Start Company,Connected Company Type,Start Company Duration,Start Company Role,Start Company Role Start Date,Connected Company Country,Connected Company Role Name,Start Company Country,Start ED/NED/Non-Brd,Start Company Index,Director Name,Connected Company Role Start Date,inputfilestem,region,mgmt_type,workbook_name,fragment_number,sheet_name
ACTIVISION BLIZZARD INC (Activision Inc prior to 07/2008),Consumer Services,Software & Computer Services,414166087,Quoted,2004-07-12 00:00:00,"NASDAQ 100, S&P 500",143929043,7,NED,Current,Current,Historic (2004),20731912,VCA INC (VCA Antech Inc prior to 06/2014) (De-listed 09/2017),Quoted,4,Director -SD,2000-09-01 00:00:00,United States,Independent Director,United States,NED,,Peter J Nolan,2013-10-11 00:00:00,NA - Company Network - 21,NA,Director,Company Network,21,
ACTIVISION BLIZZARD INC (Activision Inc prior to 07/2008),Consumer Services,Software & Computer Services,414166087,Quoted,2004-07-12 00:00:00,"NASDAQ 100, S&P 500",143929043,5,NED,2008-07-09 00:00:00,Current,Historic (2004),20731912,VCA INC (VCA Antech Inc prior to 06/2014) (De-listed 09/2017),Quoted,4,Director -SD,2000-09-01 00:00:00,United States,Independent Director,United States,NED,,Peter J Nolan,2003-12-23 00:00:00,NA - Company Network - 21,NA,Director,Company Network,21,
ADIDAS AG (Adidas-Salomon prior to 06/2006),Consumer Services,Clothing & Personal Products,414166087,Quoted,2004-07-12 00:00:00,"DAX , Euro Stoxx 50, Stoxx Europe 50",143929043,6,NED,1999-03-05 00:00:00,Historic (1999),Historic (2004),22003712,VCA INC (VCA Antech Inc prior to 06/2014) (De-listed 09/2017),Quoted,4,Director -SD,2000-09-01 00:00:00,Germany,Board Member -SD,United States,NED,,Peter J Nolan,1993,NA - Company Network - 21,NA,Director,Company Network,21,
Advantage Solutions Inc (Karman Holding Corp prior to 03/2016) (Ceased Trading 10/2020),Consumer Services,,414166087,Quoted,2004-07-12 00:00:00,,960235107,5,NED,2020-10-28 00:00:00,Historic (2020),Historic (2004),32054874200,VCA INC (VCA Antech Inc prior to 06/2014) (De-listed 09/2017),Private,4,Director -SD,2000-09-01 00:00:00,United States,Director -SD,United States,NED,,John G Danhakl,2016-02-01 00:00:00,NA - Company Network - 21,NA,Director,Company Network,21,
7 Billion People Inc,General Retailers,,432667980,Quoted,2004-07-31 00:00:00,,1008369966,12,NED,Current,Current,Historic (2007),14025917344,ZALE CORP (De-listed 05/2014),Private,11,Independent Director,1993-07-21 00:00:00,United States,Director -SD,United States,NED,,Richard C Marcus,2009-02-18 00:00:00,NA - Company Network - 22,NA,Director,Company Network,22,
7 Billion People Inc,General Retailers,,432667980,Quoted,2007-11-14 00:00:00,,1008369966,12,NED,Current,Current,Historic (2007),14025917344,ZALE CORP (De-listed 05/2014),Private,< 1 Year,Independent Director,2007-08-01 00:00:00,United States,Director -SD,United States,NED,,Richard C Marcus,2009-02-18 00:00:00,NA - Company Network - 22,NA,Director,Company Network,22,
7 Billion People Inc,General Retailers,,432667980,Quoted,2007-08-01 00:00:00,,1008369966,12,NED,Current,Current,Historic (2007),14025917344,ZALE CORP (De-listed 05/2014),Private,3,Independent Chairman,2004-08-01 00:00:00,United States,Director -SD,United States,NED,,Richard C Marcus,2009-02-18 00:00:00,NA - Company Network - 22,NA,Director,Company Network,22,
7-ELEVEN INC (De-listed 11/2005),General Retailers,Food & Drug Retailers,432667980,Quoted,1996,,14521907875,1,Non-Brd,1997-12-01 00:00:00,Historic (1997),Historic (1996),12412132,ZALE CORP (De-listed 05/2014),Quoted,19,Director - Systems,1977,United States,Director - Finance,United States,Non-Brd,,Tom Felton,1996,NA - Company Network - 22,NA,Director,Company Network,22,
7thOnline Inc,General Retailers,,432667980,Quoted,2004-07-31 00:00:00,,1008369966,10,Non-Brd,Current,Current,Historic (2007),2860189880,ZALE CORP (De-listed 05/2014),Private,11,Independent Director,1993-07-21 00:00:00,United States,Advisory Board Member,United States,NED,,Richard C Marcus,2011-02-01 00:00:00,NA - Company Network - 22,NA,Director,Company Network,22,
360 Public Relations LLC,Software & Computer Services,,4557415967,Quoted,2011-02-07 00:00:00,,53516212914,12,Non-Brd,Current,Current,Historic (2011),15810509117,A.D.A.M. INC (De-listed 02/2011),Private,3,Chief,2008-08-04 00:00:00,United States,Columnist,United States,Non-Brd,,Doctor Alan I Greene,2009-07-01 00:00:00,NA - Company Network - 23,NA,Director,Company Network,23,
360 Public Relations LLC,Software & Computer Services,,4557415967,Quoted,2008-08-04 00:00:00,,53516212914,12,Non-Brd,Current,Current,Historic (2011),15810509117,A.D.A.M. INC (De-listed 02/2011),Private,9,Chief Medical Officer,1999,United States,Columnist,United States,Non-Brd,,Doctor Alan I Greene,2009-07-01 00:00:00,NA - Company Network - 23,NA,Director,Company Network,23,
A.D.A.M. Inc,Software & Computer Services,,4557415967,Quoted,2011-02-07 00:00:00,,3750358516,1,NED,2012-02-06 00:00:00,Historic (2012),Historic (2011),175159810571,A.D.A.M. INC (De-listed 02/2011),Private,14,Independent Director,1996-12-01 00:00:00,United States,Independent Director,United States,NED,,Daniel S Howe,2011-02-07 00:00:00,NA - Company Network - 23,NA,Director,Company Network,23,
A.D.A.M. Inc,Software & Computer Services,,4557415967,Quoted,2011-02-07 00:00:00,,6873958662,10,Non-Brd,Current,Current,Historic (2011),175159810571,A.D.A.M. INC (De-listed 02/2011),Private,3,Medical Director,2007-09-11 00:00:00,United States,Medical Director,United States,Non-Brd,,Doctor David Alan Zieve,2011-02-07 00:00:00,NA - Company Network - 23,NA,Director,Company Network,23,
A.D.A.M. Inc,Software & Computer Services,,4557415967,Quoted,2011-02-07 00:00:00,,14461427812,< 1 Year,Non-Brd,2011-03-01 00:00:00,Historic (2011),Historic (2011),175159810571,A.D.A.M. INC (De-listed 02/2011),Private,1,Vice President,2010-03-01 00:00:00,United States,Vice President,United States,Non-Brd,,Grant Garris,2011-02-07 00:00:00,NA - Company Network - 23,NA,Director,Company Network,23,
1st Century Bank NA (Ceased Trading 07/2016),Banks,,93011411704,Quoted,2018-04-01 00:00:00,,186816611483,,Non-Brd,,Historic,Historic (2018),10633821374,BANC OF CALIFORNIA INC (First PacTrust Bancorp Inc prior to 07/2013),Private,1,Senior Director,2016-10-17 00:00:00,United States,Division Senior VP,United States,Non-Brd,S&P SMALL CAP 600,Eric Bacura,,NA - Company Network - 24,NA,Director,Company Network,24,
20th Century Fox Film Inc,Banks,,93011411704,Quoted,Current,,23074505981,,Non-Brd,,Historic,Current,644646766,BANC OF CALIFORNIA INC (First PacTrust Bancorp Inc prior to 07/2013),Private,1,Independent Director,2019-11-05 00:00:00,United States,Attorney,United States,NED,S&P SMALL CAP 600,Andrew Lowell Thau,,NA - Company Network - 24,NA,Director,Company Network,24,
2LaneLife,Banks,,93011411704,Quoted,2015,,11460113733,1,Non-Brd,Current,Current,Historic (2018),34067657014,BANC OF CALIFORNIA INC (First PacTrust Bancorp Inc prior to 07/2013),Private,5,Division Executive VP,2011-01-03 00:00:00,United States,Managing Partner,United States,Non-Brd,S&P SMALL CAP 600,Gaylin D Anderson,2020-02-01 00:00:00,NA - Company Network - 24,NA,Director,Company Network,24,
2LaneLife,Banks,,93011411704,Quoted,2018-02-01 00:00:00,,11460113733,1,Non-Brd,Current,Current,Historic (2018),34067657014,BANC OF CALIFORNIA INC (First PacTrust Bancorp Inc prior to 07/2013),Private,3,Division Executive VP/MD,2015,United States,Managing Partner,United States,Non-Brd,S&P SMALL CAP 600,Gaylin D Anderson,2020-02-01 00:00:00,NA - Company Network - 24,NA,Director,Company Network,24,
Aames Financial Corp,Banks,,93011411704,Quoted,2015,,3753548545,1,Non-Brd,2002-07-01 00:00:00,Historic (2004),Historic (2018),6799577938,BANC OF CALIFORNIA INC (First PacTrust Bancorp Inc prior to 07/2013),Private,2,Senior VP/Associate General Counsel,2013-02-15 00:00:00,United States,Senior VP/General Counsel/Secretary,United States,Non-Brd,S&P SMALL CAP 600,John Francis Madden Jr,2001-11-28 00:00:00,NA - Company Network - 24,NA,Director,Company Network,24,
"1984 Summer Olympics, Los Angeles",Banks,,535786657,Quoted,2006-04-01 00:00:00,,3676347791,1,Other,1984.0,Historic (1984),Historic (2008),61991011605,CENTRAL PACIFIC FINANCIAL CORP,Sporting,2,Vice Chairman/CEO,2004-09-15 00:00:00,United States,Member,United States,ED,S&P SMALL CAP 600,Clinton (Clint) L Arnoldus,1983.0,NA - Company Network - 25,NA,Director,Company Network,25,
"1984 Summer Olympics, Los Angeles",Banks,,535786657,Quoted,2004-09-15 00:00:00,,3676347791,1,Other,1984.0,Historic (1984),Historic (2008),61991011605,CENTRAL PACIFIC FINANCIAL CORP,Sporting,2,Chairman/President/CEO,2002,United States,Member,United States,ED,S&P SMALL CAP 600,Clinton (Clint) L Arnoldus,1983.0,NA - Company Network - 25,NA,Director,Company Network,25,
"1984 Summer Olympics, Los Angeles",Banks,,535786657,Quoted,2008-08-01 00:00:00,,3676347791,1,Other,1984.0,Historic (1984),Historic (2008),61991011605,CENTRAL PACIFIC FINANCIAL CORP,Sporting,2,Vice Chairman/President/CEO,2006-04-01 00:00:00,United States,Member,United States,ED,S&P SMALL CAP 600,Clinton (Clint) L Arnoldus,1983.0,NA - Company Network - 25,NA,Director,Company Network,25,
200 Club,Banks,,535786657,Quoted,2011-02-18 00:00:00,,3686117886,,Other,,Historic,Historic (2011),28740810001,CENTRAL PACIFIC FINANCIAL CORP,Clubs,6,Independent Director,2004-09-01 00:00:00,United States,Member,United States,NED,S&P SMALL CAP 600,Dwight L Yoshimura,,NA - Company Network - 25,NA,Director,Company Network,25,
200 Club,Banks,,535786657,Quoted,2011-02-18 00:00:00,,3685787886,,Other,,Historic,Historic (2011),28740810001,CENTRAL PACIFIC FINANCIAL CORP,Clubs,1,Director -SD,2010-03-16 00:00:00,United States,Member,United States,NED,S&P SMALL CAP 600,Ronald Kazuto Migita,,NA - Company Network - 25,NA,Director,Company Network,25,
Accredo Health Group Inc,Real Estate,,5881539034,Quoted,2016-08-01 00:00:00,,11675694144,2,Non-Brd,2007,Historic (2007),Historic (2016),8658905609,EDUCATION REALTY TRUST INC (De-listed 09/2018),Private,7,Vice President - Corporate Communications,2010-01-01 00:00:00,United States,Marketing Director,United States,Non-Brd,,Susan K Jennings,2005-08-19 00:00:00,NA - Company Network - 26,NA,Director,Company Network,26,
ACCREDO HEALTH INC (De-listed 08/2005),Real Estate,Health,5881539034,Quoted,2016-08-01 00:00:00,,11675694144,8,Non-Brd,2005-08-19 00:00:00,Historic (2005),Historic (2016),1830536,EDUCATION REALTY TRUST INC (De-listed 09/2018),Quoted,7,Vice President - Corporate Communications,2010-01-01 00:00:00,United States,Marketing Director,United States,Non-Brd,,Susan K Jennings,1997,NA - Company Network - 26,NA,Director,Company Network,26,
ACPA (American College Personnel Association),Real Estate,,5881539034,Quoted,2015,,40544911071,5,Other,Current,Current,Historic (2015),14123977455,EDUCATION REALTY TRUST INC (De-listed 09/2018),Private,11,Vice President - HR,2004-07-01 00:00:00,United States,Member,United States,Non-Brd,,Susan B Arrison,2016-02-01 00:00:00,NA - Company Network - 26,NA,Director,Company Network,26,
ACPA Educational Leadership Foundation,Real Estate,,5881539034,Quoted,2018-09-20 00:00:00,,13629246896,1,Other,2013,Historic (2013),Historic (2018),174117710489,EDUCATION REALTY TRUST INC (De-listed 09/2018),Charities,6,Vice President - Client Relations,2012-11-01 00:00:00,United States,Vice President,United States,Non-Brd,,Bradley (Brad) R Shaw,2012,NA - Company Network - 26,NA,Director,Company Network,26,
ACPA Educational Leadership Foundation,Real Estate,,5881539034,Quoted,2011-11-01 00:00:00,,13629246896,1,Other,2013,Historic (2013),Historic (2018),174117710489,EDUCATION REALTY TRUST INC (De-listed 09/2018),Charities,8,Corporate Director,2003-08-28 00:00:00,United States,Vice President,United States,Non-Brd,,Bradley (Brad) R Shaw,2012,NA - Company Network - 26,NA,Director,Company Network,26,
1817870 Ontario Inc (Formerly known as AFI Hydro Inc),Business Services,,50322210596,Quoted,2000-05-01 00:00:00,,3705618083,,NED,,Historic,Historic (2003),22482175153,GEVITY HR INC (Staff Leasing Inc prior to 05/2002) (De-listed 06/2009),Private,< 1 Year,Chairman,1999-12-09 00:00:00,Canada,Director -SD,United States,NED,,Charles (Charlie) S Craig,,NA - Company Network - 27,NA,Director,Company Network,27,
1817870 Ontario Inc (Formerly known as AFI Hydro Inc),Business Services,,50322210596,Quoted,1995-07-01 00:00:00,,3705618083,,NED,,Historic,Historic (2003),22482175153,GEVITY HR INC (Staff Leasing Inc prior to 05/2002) (De-listed 06/2009),Private,2,Chairman,1993-11-01 00:00:00,Canada,Director -SD,United States,NED,,Charles (Charlie) S Craig,,NA - Company Network - 27,NA,Director,Company Network,27,
1817870 Ontario Inc (Formerly known as AFI Hydro Inc),Business Services,,50322210596,Quoted,2003-06-06 00:00:00,,3705618083,,NED,,Historic,Historic (2003),22482175153,GEVITY HR INC (Staff Leasing Inc prior to 05/2002) (De-listed 06/2009),Private,3,Director -SD,2000-05-01 00:00:00,Canada,Director -SD,United States,NED,,Charles (Charlie) S Craig,,NA - Company Network - 27,NA,Director,Company Network,27,
1817870 Ontario Inc (Formerly known as AFI Hydro Inc),Business Services,,50322210596,Quoted,1999-12-09 00:00:00,,3705618083,,NED,,Historic,Historic (2003),22482175153,GEVITY HR INC (Staff Leasing Inc prior to 05/2002) (De-listed 06/2009),Private,4,Chairman/CEO,1995-07-01 00:00:00,Canada,Director -SD,United States,ED,,Charles (Charlie) S Craig,,NA - Company Network - 27,NA,Director,Company Network,27,
"1996 Summer Olympics, Atlanta",Business Services,,50322210596,Quoted,2006-05-18 00:00:00,,1095311628,5,Non-Brd,1996-08-01 00:00:00,Historic (1996),Historic (2006),62096411681,GEVITY HR INC (Staff Leasing Inc prior to 05/2002) (De-listed 06/2009),Sporting,1,Independent Director,2005-02-16 00:00:00,United States,COO,United States,NED,,Adolphus Drewry Frazier Jr,1991.0,NA - Company Network - 27,NA,Director,Company Network,27,
30% Club,Speciality & Other Finance,,8604094805,Quoted,2019-05-17 00:00:00,,5725827510,1,Other,2020-06-01 00:00:00,Current,Historic (2019),176043510645,INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014),Clubs,2,Independent Director,2017-03-03 00:00:00,United Kingdom - England,Global Co-Chairman,United States,NED,S&P 500,Ann Marie Cairns,2019-06-06 00:00:00,NA - Company Network - 28,NA,Director,Company Network,28,
30% Club,Speciality & Other Finance,,8604094805,Quoted,2019-05-17 00:00:00,,5725827510,1,Other,Current,Current,Historic (2019),176043510645,INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014),Clubs,2,Independent Director,2017-03-03 00:00:00,United Kingdom - England,Global Chairman,United States,NED,S&P 500,Ann Marie Cairns,2020-06-01 00:00:00,NA - Company Network - 28,NA,Director,Company Network,28,
3Points Communications,Speciality & Other Finance,,8604094805,Quoted,2008-10-01 00:00:00,,190950911786,1,Non-Brd,2017,Historic (2017),Historic (2008),26821089854,INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014),Private,7,Director - Product,2002-02-01 00:00:00,United States,Consultant,United States,Non-Brd,S&P 500,Chuck Mackie,2016-03-01 00:00:00,NA - Company Network - 28,NA,Director,Company Network,28,
4-H Club,Speciality & Other Finance,,8604094805,Quoted,2013-10-04 00:00:00,,52534312245,,Other,,Historic,Historic (2013),1427646218,INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014),Clubs,3,Independent Director,2011-03-03 00:00:00,United States,Member,United States,NED,S&P 500,The Hon. Judd Alan Gregg,,NA - Company Network - 28,NA,Director,Company Network,28,
555 Capital Advisors LLC,Speciality & Other Finance,,8604094805,Quoted,2014-05-22 00:00:00,,5538735214,5,Non-Brd,Current,Current,Historic (2014),24586877748,INTERCONTINENTAL EXCHANGE INC (IntercontinentalExchange Group Inc prior to 05/2014),Private,1,Co-President/Division CEO,2013-11-13 00:00:00,United States,General Partner,United States,Non-Brd,S&P 500,Duncan L Niederauer,2015-12-01 00:00:00,NA - Company Network - 28,NA,Director,Company Network,28,
89BIO INC,Food Producers & Processors,Pharmaceuticals and Biotechnology,61031710880,Quoted,2017-06-15 00:00:00,,82081011220,1,NED,Current,Current,Historic (2017),31954574011,MEAD JOHNSON NUTRITION CO (De-listed 06/2017),Quoted,8,Independent Director,2009-03-10 00:00:00,United States,Independent Chairman,United States,NED,,Doctor Steven (Steve) Mark Altschuler,2020-03-23 00:00:00,NA - Company Network - 29,NA,Director,Company Network,29,
AAR CORP,Food Producers & Processors,Aerospace & Defence,61031710880,Quoted,2017-06-15 00:00:00,S&P SMALL CAP 600,3576311055,8,NED,2002-12-18 00:00:00,Historic (2002),Historic (2017),13873753,MEAD JOHNSON NUTRITION CO (De-listed 06/2017),Quoted,3,Independent Director,2014,United States,Director -SD,United States,NED,,Howard B Bernick,1994,NA - Company Network - 29,NA,Director,Company Network,29,
AAR CORP,Food Producers & Processors,Aerospace & Defence,61031710880,Quoted,2014,S&P SMALL CAP 600,3576311055,8,NED,2002-12-18 00:00:00,Historic (2002),Historic (2017),13873753,MEAD JOHNSON NUTRITION CO (De-listed 06/2017),Quoted,1,Lead Independent Director,2013,United States,Director -SD,United States,NED,,Howard B Bernick,1994,NA - Company Network - 29,NA,Director,Company Network,29,
AAR CORP,Food Producers & Processors,Aerospace & Defence,61031710880,Quoted,2013,S&P SMALL CAP 600,3576311055,8,NED,2002-12-18 00:00:00,Historic (2002),Historic (2017),13873753,MEAD JOHNSON NUTRITION CO (De-listed 06/2017),Quoted,2,Independent Director,2011,United States,Director -SD,United States,NED,,Howard B Bernick,1994,NA - Company Network - 29,NA,Director,Company Network,29,
AAR CORP,Food Producers & Processors,Aerospace & Defence,61031710880,Quoted,2010,S&P SMALL CAP 600,3576311055,8,NED,2002-12-18 00:00:00,Historic (2002),Historic (2017),13873753,MEAD JOHNSON NUTRITION CO (De-listed 06/2017),Quoted,1,Independent Director,2009-02-11 00:00:00,United States,Director -SD,United States,NED,,Howard B Bernick,1994,NA - Company Network - 29,NA,Director,Company Network,29,
1871,Health,,672210555,Quoted,1983,,846054327,4,Other,Current,Current,Historic (1983),22092694538,BAXTER INTERNATIONAL INC,Clubs,8,Various Positions,1975,United States,Director -SD,United States,Non-Brd,S&P 500,Professor Ellen Ava Rudnick,2017-02-01 00:00:00,NA - Company Network - 3,NA,Director,Company Network,3,
20-First,Health,,672210555,Quoted,2006-05-01 00:00:00,,5705877299,,Non-Brd,,Historic,Historic (2015),16104479383,BAXTER INTERNATIONAL INC,Private,1,Regional President,2005,United States,Advisory Board Member,United States,Non-Brd,S&P 500,Gerald Lema,,NA - Company Network - 3,NA,Director,Company Network,3,
20-First,Health,,672210555,Quoted,2015-07-01 00:00:00,,5705877299,,Non-Brd,,Historic,Historic (2015),16104479383,BAXTER INTERNATIONAL INC,Private,9,Corporate VP/Regional President,2006-05-01 00:00:00,United States,Advisory Board Member,United States,Non-Brd,S&P 500,Gerald Lema,,NA - Company Network - 3,NA,Director,Company Network,3,
270Surgical Ltd,Health,,672210555,Quoted,1997,,5540825244,< 1 Year,NED,Current,Current,Historic (1997),34272577243,BAXTER INTERNATIONAL INC,Private,1,Various Positions,1996,Israel,Director -SD,United States,Non-Brd,S&P 500,Richard Scott Huennekens,2021-01-26 00:00:00,NA - Company Network - 3,NA,Director,Company Network,3,
2way interactive GmbH,Health,,672210555,Quoted,1994,,182366359,1,ED,1999,Historic (1999),Historic (1994),8061411165,BAXTER INTERNATIONAL INC,Private,6,Various Positions,1988,Germany,Board Member -ED,United States,Non-Brd,S&P 500,Christopher Hadley Samler,1998,NA - Company Network - 3,NA,Director,Company Network,3,
4XE LLC,Telecommunication Services,,9750106447,Quoted,2004-07-01 00:00:00,,5902289219,1,ED,2012,Historic (2012),Historic (2007),195724512135,ORBCOMM INC,Private,< 1 Year,Director -SD,2004-02-01 00:00:00,United States,President/CEO,United States,NED,,Emmett B Hume,2011-03-01 00:00:00,NA - Company Network - 30,NA,Director,Company Network,30,
4XE LLC,Telecommunication Services,,9750106447,Quoted,2007-07-30 00:00:00,,5902289219,1,ED,2012,Historic (2012),Historic (2007),195724512135,ORBCOMM INC,Private,3,Executive VP,2004-08-02 00:00:00,United States,President/CEO,United States,Non-Brd,,Emmett B Hume,2011-03-01 00:00:00,NA - Company Network - 30,NA,Director,Company Network,30,
ABC Inc (Capital Cities/ABC Inc prior to 09/1996),Telecommunication Services,,9750106447,Quoted,Current,,175652710612,5,Non-Brd,Current,Current,Current,444439005,ORBCOMM INC,Private,6,Vice President - Mktg,2015-05-01 00:00:00,United States,Senior VP,United States,Non-Brd,,Sue Rutherford,2016-03-01 00:00:00,NA - Company Network - 30,NA,Director,Company Network,30,
ADECCO GROUP AG (Adecco SA prior to 05/2016),Telecommunication Services,Business Services,9750106447,Quoted,Current,,20814421204,1,Non-Brd,1999,Historic (1999),Current,21763434,ORBCOMM INC,Quoted,3,Vice President - Investor Relations,2018-05-02 00:00:00,Switzerland,Financial Analyst,United States,Non-Brd,,Aly Bonilla,1998,NA - Company Network - 30,NA,Director,Company Network,30,
ADT LLC (ADT Security Services),Telecommunication Services,,9750106447,Quoted,Current,,20814421204,2,Non-Brd,2014,Historic (2014),Current,25480818643,ORBCOMM INC,Private,3,Vice President - Investor Relations,2018-05-02 00:00:00,United States,Senior Finance Manager,United States,Non-Brd,,Aly Bonilla,2012,NA - Company Network - 30,NA,Director,Company Network,30,
ABBEY NATIONAL PLC (De-listed 11/2004),Speciality & Other Finance,Banks,9834537411,Quoted,2010-07-30 00:00:00,,172505259,5,NED,2004-11-12 00:00:00,Historic (2004),Historic (2010),14571912,SARATOGA INVESTMENT CORP,Quoted,3,Chairman (Executive),2007-03-23 00:00:00,United Kingdom - England,Independent NED,United States,ED,,Richard Michael Hayden,1999-09-21 00:00:00,NA - Company Network - 31,NA,Director,Company Network,31,
Acciaierie di Sicilia Srl (Formerly known as Acciaierie di Megara),Speciality & Other Finance,,9834537411,Quoted,,,23691286754,12,Non-Brd,Current,Current,Historic,16084919365,SARATOGA INVESTMENT CORP,Private,,Chairman,,Italy,CEO/MD,United States,NED,,Giuseppe Cavalli,2009-04-01 00:00:00,NA - Company Network - 31,NA,Director,Company Network,31,
AG Becker Paribas Inc (Formerly Known as A G Becker/Warburg Paribas Becker Inc) (Ceased Trading 1984),Speciality & Other Finance,,9834537411,Quoted,2017,,2452435763,9,Non-Brd,1984-12-01 00:00:00,Historic (1984),Current,552488623,SARATOGA INVESTMENT CORP,Private,1,Presiding Independent Director,2016,United States,General Counsel,United States,NED,,Steven M Looney,1976-01-01 00:00:00,NA - Company Network - 31,NA,Director,Company Network,31,
AG Becker Paribas Inc (Formerly Known as A G Becker/Warburg Paribas Becker Inc) (Ceased Trading 1984),Speciality & Other Finance,,9834537411,Quoted,Current,,2452435763,9,Non-Brd,1984-12-01 00:00:00,Historic (1984),Current,552488623,SARATOGA INVESTMENT CORP,Private,4,Lead Independent Director,2017,United States,General Counsel,United States,NED,,Steven M Looney,1976-01-01 00:00:00,NA - Company Network - 31,NA,Director,Company Network,31,
AG Becker Paribas Inc (Formerly Known as A G Becker/Warburg Paribas Becker Inc) (Ceased Trading 1984),Speciality & Other Finance,,9834537411,Quoted,2016,,2452435763,9,Non-Brd,1984-12-01 00:00:00,Historic (1984),Current,552488623,SARATOGA INVESTMENT CORP,Private,9,Independent Director,2007-03-23 00:00:00,United States,General Counsel,United States,NED,,Steven M Looney,1976-01-01 00:00:00,NA - Company Network - 31,NA,Director,Company Network,31,
3COM CORP (De-listed 04/2010),Leisure & Hotels,Information Technology Hardware,8660925637,Quoted,2012-12-01 00:00:00,,12586355581,2,Non-Brd,2003,Historic (2003),Historic (2012),11053344,TIM HORTONS INC (De-listed 12/2014),Quoted,2,Director - Public Affairs,2011-01-01 00:00:00,United States,Division Manager,Canada,Non-Brd,,David Morelli,2001,NA - Company Network - 32,NA,Director,Company Network,32,
ABERCROMBIE & FITCH CO,Leisure & Hotels,General Retailers,8660925637,Quoted,2007-02-01 00:00:00,S&P SMALL CAP 600,787669766,3,NED,Current,Current,Historic (2007),15032606,TIM HORTONS INC (De-listed 12/2014),Quoted,1,Independent Director,2006-07-01 00:00:00,United States,Independent Director,Canada,NED,,Kerrii Brown Anderson,2018-02-23 00:00:00,NA - Company Network - 32,NA,Director,Company Network,32,
Accenture Inc (Andersen Consulting Inc prior to 01/2001),Leisure & Hotels,,8660925637,Quoted,2007-05-04 00:00:00,,436648337,11,Non-Brd,1986,Historic (1986),Historic (2007),4745511267,TIM HORTONS INC (De-listed 12/2014),Private,1,Independent Director,2006-04-24 00:00:00,United States,Senior Manager,Canada,NED,,John (Randy) Randolph Lewis,1975,NA - Company Network - 32,NA,Director,Company Network,32,
AEGIS BRANDS INC (Second Cup Ltd (The) prior to 10/2020),Leisure & Hotels,Beverages,8660925637,Quoted,2000,,21970364327,4,Non-Brd,2019-09-01 00:00:00,Historic (2019),Historic (2009),7759787198,TIM HORTONS INC (De-listed 12/2014),Quoted,5,Various Positions,1995,Canada,Vice President - Ops,Canada,Non-Brd,,Ted Tai,2015-09-28 00:00:00,NA - Company Network - 32,NA,Director,Company Network,32,
AEGIS BRANDS INC (Second Cup Ltd (The) prior to 10/2020),Leisure & Hotels,Beverages,8660925637,Quoted,2009-11-01 00:00:00,,21970364327,4,Non-Brd,2019-09-01 00:00:00,Historic (2019),Historic (2009),7759787198,TIM HORTONS INC (De-listed 12/2014),Quoted,9,Operations Director,2000-12-01 00:00:00,Canada,Vice President - Ops,Canada,Non-Brd,,Ted Tai,2015-09-28 00:00:00,NA - Company Network - 32,NA,Director,Company Network,32,
1st Financial Corp,Banks,,9727526166,Quoted,2016-03-01 00:00:00,,5922869401,,NED,,Historic,Historic (2016),171619410281,YADKIN FINANCIAL CORP (Yadkin Valley Financial Corp prior to 05/2013) (De-listed 03/2017),Private,10,Independent Director,2006-07-01 00:00:00,United States,Director -SD,United States,NED,,Doctor James (Jim) A Harrell Jr,,NA - Company Network - 33,NA,Director,Company Network,33,
ABA Stonier Graduate School of Banking,Banks,,9727526166,Quoted,2017-03-11 00:00:00,,93417012003,2,Other,2011.0,Historic (2011),Historic (2017),8810117433,YADKIN FINANCIAL CORP (Yadkin Valley Financial Corp prior to 05/2013) (De-listed 03/2017),Universities,1,Executive VP/Chief Administrative Officer,2016-03-01 00:00:00,United States,Education,United States,Non-Brd,,Robin S Hager,2009.0,NA - Company Network - 33,NA,Director,Company Network,33,
Accent Energy Group LLC,Banks,,9727526166,Quoted,2017-03-11 00:00:00,,11883814520,,NED,,Historic,Historic (2017),11594893992,YADKIN FINANCIAL CORP (Yadkin Valley Financial Corp prior to 05/2013) (De-listed 03/2017),Private,3,Independent Director,2014-07-04 00:00:00,United States,Director -SD,United States,NED,,Doctor Steven (Steve) Jay Lerner,,NA - Company Network - 33,NA,Director,Company Network,33,
Acme Metal Products LLC,Banks,,9727526166,Quoted,2011-06-23 00:00:00,,5923009401,,Non-Brd,,Historic,Historic (2011),196018312157,YADKIN FINANCIAL CORP (Yadkin Valley Financial Corp prior to 05/2013) (De-listed 03/2017),Private,5,Independent Director,2006-07-01 00:00:00,United States,Member,United States,NED,,J T Alexander Jr,,NA - Company Network - 33,NA,Director,Company Network,33,
