Annual Report Year,Total Wealth,CompanyID*,ED/SD,ISIN,Equity Linked,DirectorID*,Ticker,Director Role,Company Name,Total Compensation,Direct Compensation,Director Name,Sector,Index,Country,inputfilestem,region,mgmt_type,workbook_name,fragment_number,sheet_name
Sep 1999,47604.0,404454854,DE,IE00BY7QL619,20415.0,434968186,JCI,Division President,JOHNSON CONTROLS INTERNATIONAL PLC (Tyco International PLC prior to 09/2016),24112.0,3697.0,Jerry R Boggess,Electronic & Electrical Equipment,S&P 500,Republic Of Ireland,Europe - SMDEs Compensation - 1999,Europe,SMDE,SMDEs Compensation,1999,
Sep 1999,33090.0,404454854,DE,IE00BY7QL619,15448.0,434998186,JCI,Executive Officer,JOHNSON CONTROLS INTERNATIONAL PLC (Tyco International PLC prior to 09/2016),17700.0,2252.0,Neil R Garvey,Electronic & Electrical Equipment,S&P 500,Republic Of Ireland,Europe - SMDEs Compensation - 1999,Europe,SMDE,SMDEs Compensation,1999,
Sep 1999,74925.0,404454854,DE,IE00BY7QL619,67077.0,435148206,JCI,Division President,JOHNSON CONTROLS INTERNATIONAL PLC (Tyco International PLC prior to 09/2016),70113.0,3036.0,Richard (Rich) J Meelia,Electronic & Electrical Equipment,S&P 500,Republic Of Ireland,Europe - SMDEs Compensation - 1999,Europe,SMDE,SMDEs Compensation,1999,
Sep 1999,183426.0,404454854,DE,IE00BY7QL619,214656.0,435178206,JCI,VP/CFO,JOHNSON CONTROLS INTERNATIONAL PLC (Tyco International PLC prior to 09/2016),216894.0,2238.0,Mark H Swartz,Electronic & Electrical Equipment,S&P 500,Republic Of Ireland,Europe - SMDEs Compensation - 1999,Europe,SMDE,SMDEs Compensation,1999,
Dec 2000,91308.0,18581526,DE,CH0044328745,,4786411544,CB,Chairman/CEO,CHUBB LTD (ACE Ltd prior to 01/2016),3106.0,3106.0,Brian Duperreault,Insurance,S&P 500,Switzerland,Europe - SMDEs Compensation - 2000,Europe,SMDE,SMDEs Compensation,2000,
Dec 2000,56356.0,18581526,DE,CH0044328745,,4803311658,CB,Vice Chairman,CHUBB LTD (ACE Ltd prior to 01/2016),1242.0,1242.0,Doctor Donald (Don) J Kramer,Insurance,S&P 500,Switzerland,Europe - SMDEs Compensation - 2000,Europe,SMDE,SMDEs Compensation,2000,
Dec 2000,27433.0,18581526,DE,CH0044328745,,4814611734,CB,President/COO,CHUBB LTD (ACE Ltd prior to 01/2016),2053.0,2053.0,Dominic John Frederico,Insurance,S&P 500,Switzerland,Europe - SMDEs Compensation - 2000,Europe,SMDE,SMDEs Compensation,2000,
Dec 2000,12293.0,18581526,DE,CH0044328745,,4821411779,CB,Division President/CEO,CHUBB LTD (ACE Ltd prior to 01/2016),1377.0,1377.0,Dennis B Reding,Insurance,S&P 500,Switzerland,Europe - SMDEs Compensation - 2000,Europe,SMDE,SMDEs Compensation,2000,
Dec 2000,48279.0,18581526,DE,CH0044328745,,503031951,CB,Division CEO,CHUBB LTD (ACE Ltd prior to 01/2016),2718.0,2718.0,John Robert Charman,Insurance,S&P 500,Switzerland,Europe - SMDEs Compensation - 2000,Europe,SMDE,SMDEs Compensation,2000,
Aug 2001,17.0,17713298,DE,IE00B4BNMY34,,1609338155,ACN,Chairman/CEO,ACCENTURE PLC (Accenture Ltd prior to 09/2009),5822.0,5822.0,Joe W Forehand Jr,Business Services,"S&P 100, S&P 500",Republic Of Ireland,Europe - SMDEs Compensation - 2001,Europe,SMDE,SMDEs Compensation,2001,
Aug 2001,,17713298,DE,IE00B4BNMY34,,1609458155,ACN,Division Group Chief Executive,ACCENTURE PLC (Accenture Ltd prior to 09/2009),3648.0,3648.0,William (Bill) D Green,Business Services,"S&P 100, S&P 500",Republic Of Ireland,Europe - SMDEs Compensation - 2001,Europe,SMDE,SMDEs Compensation,2001,
Aug 2001,,17713298,DE,IE00B4BNMY34,,1609508155,ACN,COO,ACCENTURE PLC (Accenture Ltd prior to 09/2009),4922.0,4922.0,Stephan (Steve) A James,Business Services,"S&P 100, S&P 500",Republic Of Ireland,Europe - SMDEs Compensation - 2001,Europe,SMDE,SMDEs Compensation,2001,
Aug 2001,,17713298,DE,IE00B4BNMY34,,1609998165,ACN,Corporate Development Officer,ACCENTURE PLC (Accenture Ltd prior to 09/2009),4834.0,4834.0,Jackson (Jack) L Wilson Jr,Business Services,"S&P 100, S&P 500",Republic Of Ireland,Europe - SMDEs Compensation - 2001,Europe,SMDE,SMDEs Compensation,2001,
Aug 2001,,17713298,DE,IE00B4BNMY34,,3500725763,ACN,Managing Partner/Treasurer,ACCENTURE PLC (Accenture Ltd prior to 09/2009),4738.0,4738.0,Michael (Mike) G McGrath,Business Services,"S&P 100, S&P 500",Republic Of Ireland,Europe - SMDEs Compensation - 2001,Europe,SMDE,SMDEs Compensation,2001,
Dec 2002,164.0,14501792,DE,CH0012221716,,13002880,"ABB, ABBN",Executive VP,ABB LTD,1186.0,1186.0,Dinesh Chandra Paliwal,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2002,Europe,SMDE,SMDEs Compensation,2002,
Dec 2002,486.0,14501792,DE,CH0012221716,368.0,164374162,"ABB, ABBN",Chairman/President/CEO,ABB LTD,1728.0,1361.0,Juergen Dormann,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2002,Europe,SMDE,SMDEs Compensation,2002,
Dec 2002,79.0,14501792,DE,CH0012221716,,209058759,"ABB, ABBN",Executive VP,ABB LTD,857.0,857.0,Peter Smits,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2002,Europe,SMDE,SMDEs Compensation,2002,
Dec 2002,,14501792,DE,CH0012221716,,336999554,"ABB, ABBN",Executive VP/CFO,ABB LTD,968.0,968.0,Peter Robert Voser,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2002,Europe,SMDE,SMDEs Compensation,2002,
Aug 2002,16.0,17713298,DE,IE00B4BNMY34,,1609338155,ACN,Chairman/CEO,ACCENTURE PLC (Accenture Ltd prior to 09/2009),2197.0,2197.0,Joe W Forehand Jr,Business Services,"S&P 100, S&P 500",Republic Of Ireland,Europe - SMDEs Compensation - 2002,Europe,SMDE,SMDEs Compensation,2002,
Dec 2003,448.0,14501792,DE,CH0012221716,,13002880,"ABB, ABBN",Executive VP,ABB LTD,767.0,767.0,Dinesh Chandra Paliwal,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2003,Europe,SMDE,SMDEs Compensation,2003,
Dec 2003,2175.0,14501792,DE,CH0012221716,584.0,164374162,"ABB, ABBN",Chairman/President/CEO,ABB LTD,2524.0,1939.0,Juergen Dormann,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2003,Europe,SMDE,SMDEs Compensation,2003,
Dec 2003,191.0,14501792,DE,CH0012221716,,209058759,"ABB, ABBN",Executive VP,ABB LTD,834.0,834.0,Peter Smits,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2003,Europe,SMDE,SMDEs Compensation,2003,
Dec 2003,64.0,14501792,DE,CH0012221716,,336999554,"ABB, ABBN",Executive VP/CFO,ABB LTD,839.0,839.0,Peter Robert Voser,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2003,Europe,SMDE,SMDEs Compensation,2003,
Dec 2003,,14501792,DE,CH0012221716,,408735436,"ABB, ABBN",Head of HR,ABB LTD,360.0,360.0,Gary Glachan Steel,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2003,Europe,SMDE,SMDEs Compensation,2003,
Dec 2004,2464.0,14501792,DE,CH0012221716,422.0,13002880,"ABB, ABBN",Executive VP,ABB LTD,1178.0,756.0,Dinesh Chandra Paliwal,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2004,Europe,SMDE,SMDEs Compensation,2004,
Dec 2004,3042.0,14501792,DE,CH0012221716,357.0,164374162,"ABB, ABBN",Chairman/President/CEO,ABB LTD,2844.0,2487.0,Juergen Dormann,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2004,Europe,SMDE,SMDEs Compensation,2004,
Dec 2004,2211.0,14501792,DE,CH0012221716,433.0,209058759,"ABB, ABBN",Executive VP,ABB LTD,1281.0,848.0,Peter Smits,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2004,Europe,SMDE,SMDEs Compensation,2004,
Dec 2004,1642.0,14501792,DE,CH0012221716,341.0,408735436,"ABB, ABBN",Head of HR,ABB LTD,984.0,643.0,Gary Glachan Steel,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2004,Europe,SMDE,SMDEs Compensation,2004,
Dec 2004,508.0,14501792,DE,CH0012221716,499.0,80099940,"ABB, ABBN",CEO Designate,ABB LTD,757.0,258.0,Manfred (Fred) Kindle,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2004,Europe,SMDE,SMDEs Compensation,2004,
Dec 2005,3179.0,14501792,DE,CH0012221716,1400.0,13002880,"ABB, ABBN",Executive VP,ABB LTD,3170.0,1771.0,Dinesh Chandra Paliwal,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2005,Europe,SMDE,SMDEs Compensation,2005,
Dec 2005,2791.0,14501792,DE,CH0012221716,1477.0,209058759,"ABB, ABBN",Executive VP,ABB LTD,2517.0,1040.0,Peter Smits,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2005,Europe,SMDE,SMDEs Compensation,2005,
Dec 2005,1735.0,14501792,DE,CH0012221716,1259.0,3548356371,"ABB, ABBN",CFO,ABB LTD,1740.0,481.0,Michel Roger Demaré,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2005,Europe,SMDE,SMDEs Compensation,2005,
Dec 2005,1900.0,14501792,DE,CH0012221716,1175.0,408735436,"ABB, ABBN",Head of HR,ABB LTD,1998.0,823.0,Gary Glachan Steel,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2005,Europe,SMDE,SMDEs Compensation,2005,
Dec 2005,991.0,14501792,DE,CH0012221716,864.0,52135811958,"ABB, ABBN",Head of Corporate Development,ABB LTD,933.0,69.0,Doctor Ulrich Spiesshofer,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2005,Europe,SMDE,SMDEs Compensation,2005,
Dec 2006,13279.0,14501792,DE,CH0012221716,1093.0,13002880,"ABB, ABBN",Division President,ABB LTD,2169.0,1076.0,Dinesh Chandra Paliwal,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2006,Europe,SMDE,SMDEs Compensation,2006,
Dec 2006,10071.0,14501792,DE,CH0012221716,3162.0,336979554,"ABB, ABBN",Head of Division,ABB LTD,3884.0,722.0,Bernhard Jucker,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2006,Europe,SMDE,SMDEs Compensation,2006,
Dec 2006,3850.0,14501792,DE,CH0012221716,898.0,3548356371,"ABB, ABBN",CFO,ABB LTD,1829.0,931.0,Michel Roger Demaré,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2006,Europe,SMDE,SMDEs Compensation,2006,
Dec 2006,13581.0,14501792,DE,CH0012221716,807.0,408735436,"ABB, ABBN",Head of HR,ABB LTD,1644.0,838.0,Gary Glachan Steel,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2006,Europe,SMDE,SMDEs Compensation,2006,
Dec 2006,2425.0,14501792,DE,CH0012221716,745.0,52135811958,"ABB, ABBN",Head of Corporate Development,ABB LTD,1215.0,470.0,Doctor Ulrich Spiesshofer,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2006,Europe,SMDE,SMDEs Compensation,2006,
Dec 2007,2741.0,14501792,DE,CH0012221716,999.0,336979554,"ABB, ABBN",Head of Division,ABB LTD,1928.0,929.0,Bernhard Jucker,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2007,Europe,SMDE,SMDEs Compensation,2007,
Dec 2007,8297.0,14501792,DE,CH0012221716,2650.0,3548356371,"ABB, ABBN",CFO,ABB LTD,3630.0,980.0,Michel Roger Demaré,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2007,Europe,SMDE,SMDEs Compensation,2007,
Dec 2007,7075.0,14501792,DE,CH0012221716,1992.0,408735436,"ABB, ABBN",Head of HR,ABB LTD,2832.0,840.0,Gary Glachan Steel,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2007,Europe,SMDE,SMDEs Compensation,2007,
Dec 2007,4554.0,14501792,DE,CH0012221716,835.0,52135811958,"ABB, ABBN",Head of Corporate Development,ABB LTD,1620.0,785.0,Doctor Ulrich Spiesshofer,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2007,Europe,SMDE,SMDEs Compensation,2007,
Dec 2007,2662.0,14501792,DE,CH0012221716,886.0,52144711965,"ABB, ABBN",Head of Division,ABB LTD,1735.0,849.0,Tom Eric Sjökvist,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2007,Europe,SMDE,SMDEs Compensation,2007,
Dec 2008,4724.0,14501792,DE,CH0012221716,833.0,336979554,"ABB, ABBN",Head of Division,ABB LTD,1953.0,1120.0,Bernhard Jucker,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2008,Europe,SMDE,SMDEs Compensation,2008,
Dec 2008,5696.0,14501792,DE,CH0012221716,1320.0,3548356371,"ABB, ABBN",CFO,ABB LTD,2670.0,1350.0,Michel Roger Demaré,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2008,Europe,SMDE,SMDEs Compensation,2008,
Dec 2008,3394.0,14501792,DE,CH0012221716,703.0,408735436,"ABB, ABBN",Head of HR,ABB LTD,1671.0,968.0,Gary Glachan Steel,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2008,Europe,SMDE,SMDEs Compensation,2008,
Dec 2008,6011.0,14501792,DE,CH0012221716,5731.0,414786166,"ABB, ABBN",CEO,ABB LTD,6153.0,423.0,Joseph (Joe) M Hogan,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2008,Europe,SMDE,SMDEs Compensation,2008,
Dec 2008,2549.0,14501792,DE,CH0012221716,667.0,52135811958,"ABB, ABBN",Head of Corporate Development,ABB LTD,1590.0,923.0,Doctor Ulrich Spiesshofer,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2008,Europe,SMDE,SMDEs Compensation,2008,
Dec 2009,3644.0,14501792,DE,CH0012221716,1341.0,336979554,"ABB, ABBN",Head of Division,ABB LTD,2498.0,1157.0,Bernhard Jucker,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2009,Europe,SMDE,SMDEs Compensation,2009,
Dec 2009,8840.0,14501792,DE,CH0012221716,2165.0,3548356371,"ABB, ABBN",CFO,ABB LTD,3958.0,1793.0,Michel Roger Demaré,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2009,Europe,SMDE,SMDEs Compensation,2009,
Dec 2009,4902.0,14501792,DE,CH0012221716,1140.0,408735436,"ABB, ABBN",Head of HR,ABB LTD,2149.0,1008.0,Gary Glachan Steel,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2009,Europe,SMDE,SMDEs Compensation,2009,
Dec 2009,12582.0,14501792,DE,CH0012221716,4210.0,414786166,"ABB, ABBN",CEO,ABB LTD,6100.0,1890.0,Joseph (Joe) M Hogan,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2009,Europe,SMDE,SMDEs Compensation,2009,
Dec 2009,3813.0,14501792,DE,CH0012221716,1083.0,52135811958,"ABB, ABBN",Head of Corporate Development,ABB LTD,2041.0,959.0,Doctor Ulrich Spiesshofer,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2009,Europe,SMDE,SMDEs Compensation,2009,
Dec 2010,2158.0,14501792,DE,CH0012221716,576.0,10658021477,"ABB, ABBN",Head of Marketing,ABB LTD,1135.0,559.0,Doctor Brice Koch,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2010,Europe,SMDE,SMDEs Compensation,2010,
Dec 2010,1595.0,14501792,DE,CH0012221716,351.0,11396653607,"ABB, ABBN",Executive VP/Division President,ABB LTD,481.0,130.0,Tarak Mehta,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2010,Europe,SMDE,SMDEs Compensation,2010,
Dec 2010,6299.0,14501792,DE,CH0012221716,757.0,336979554,"ABB, ABBN",Head of Division,ABB LTD,2373.0,1616.0,Bernhard Jucker,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2010,Europe,SMDE,SMDEs Compensation,2010,
Dec 2010,14155.0,14501792,DE,CH0012221716,1154.0,3548356371,"ABB, ABBN",CFO,ABB LTD,3261.0,2107.0,Michel Roger Demaré,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2010,Europe,SMDE,SMDEs Compensation,2010,
Dec 2010,8193.0,14501792,DE,CH0012221716,634.0,408735436,"ABB, ABBN",Head of HR,ABB LTD,1986.0,1352.0,Gary Glachan Steel,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2010,Europe,SMDE,SMDEs Compensation,2010,
Dec 2011,2168.0,14501792,DE,CH0012221716,605.0,10658021477,"ABB, ABBN",Head of Marketing,ABB LTD,1907.0,1302.0,Doctor Brice Koch,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2011,Europe,SMDE,SMDEs Compensation,2011,
Dec 2011,2763.0,14501792,DE,CH0012221716,534.0,11396653607,"ABB, ABBN",Executive VP/Division President,ABB LTD,1690.0,1155.0,Tarak Mehta,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2011,Europe,SMDE,SMDEs Compensation,2011,
Dec 2011,4532.0,14501792,DE,CH0012221716,665.0,336979554,"ABB, ABBN",Head of Division,ABB LTD,2319.0,1654.0,Bernhard Jucker,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2011,Europe,SMDE,SMDEs Compensation,2011,
Dec 2011,9711.0,14501792,DE,CH0012221716,981.0,3548356371,"ABB, ABBN",CFO,ABB LTD,3075.0,2094.0,Michel Roger Demaré,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2011,Europe,SMDE,SMDEs Compensation,2011,
Dec 2011,5363.0,14501792,DE,CH0012221716,563.0,408735436,"ABB, ABBN",Head of HR,ABB LTD,1963.0,1400.0,Gary Glachan Steel,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2011,Europe,SMDE,SMDEs Compensation,2011,
Dec 2012,4175.0,14501792,DE,CH0012221716,1127.0,10658021477,"ABB, ABBN",Head of Division,ABB LTD,2560.0,1433.0,Doctor Brice Koch,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2012,Europe,SMDE,SMDEs Compensation,2012,
Dec 2012,2064.0,14501792,DE,CH0012221716,1602.0,11084832907,"ABB, ABBN",Head of Marketing,ABB LTD,2386.0,783.0,Greg Scheu,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2012,Europe,SMDE,SMDEs Compensation,2012,
Dec 2012,4455.0,14501792,DE,CH0012221716,1809.0,11260893321,"ABB, ABBN",Head of Division,ABB LTD,2919.0,1110.0,Francis (Frank) Duggan,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2012,Europe,SMDE,SMDEs Compensation,2012,
Dec 2012,3607.0,14501792,DE,CH0012221716,1783.0,11396653607,"ABB, ABBN",Executive VP/Division President,ABB LTD,3044.0,1261.0,Tarak Mehta,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2012,Europe,SMDE,SMDEs Compensation,2012,
Dec 2012,4323.0,14501792,DE,CH0012221716,2320.0,336979554,"ABB, ABBN",Head of Division,ABB LTD,3974.0,1653.0,Bernhard Jucker,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2012,Europe,SMDE,SMDEs Compensation,2012,
Dec 2013,2883.0,14501792,DE,CH0012221716,755.0,11084832907,"ABB, ABBN",Head of Business,ABB LTD,1958.0,1203.0,Greg Scheu,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2013,Europe,SMDE,SMDEs Compensation,2013,
Dec 2013,4187.0,14501792,DE,CH0012221716,779.0,11260893321,"ABB, ABBN",Head of Division,ABB LTD,1875.0,1096.0,Francis (Frank) Duggan,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2013,Europe,SMDE,SMDEs Compensation,2013,
Dec 2013,4154.0,14501792,DE,CH0012221716,779.0,11396653607,"ABB, ABBN",Executive VP/Division President,ABB LTD,2025.0,1246.0,Tarak Mehta,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2013,Europe,SMDE,SMDEs Compensation,2013,
Dec 2013,1092.0,14501792,DE,CH0012221716,690.0,13220096409,"ABB, ABBN",Division Global President,ABB LTD,785.0,95.0,Claudio Facchin,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2013,Europe,SMDE,SMDEs Compensation,2013,
Dec 2013,1284.0,14501792,DE,CH0012221716,838.0,13356506583,"ABB, ABBN",Group CFO,ABB LTD,2110.0,1272.0,Eric A Elzvik,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2013,Europe,SMDE,SMDEs Compensation,2013,
Dec 2014,4138.0,14501792,DE,CH0012221716,484.0,11260893321,"ABB, ABBN",Head of Division,ABB LTD,1640.0,1156.0,Francis (Frank) Duggan,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2014,Europe,SMDE,SMDEs Compensation,2014,
Dec 2014,4164.0,14501792,DE,CH0012221716,610.0,11396653607,"ABB, ABBN",Executive VP/Division President,ABB LTD,1841.0,1232.0,Tarak Mehta,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2014,Europe,SMDE,SMDEs Compensation,2014,
Dec 2014,2099.0,14501792,DE,CH0012221716,546.0,13220096409,"ABB, ABBN",Division Global President,ABB LTD,1628.0,1082.0,Claudio Facchin,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2014,Europe,SMDE,SMDEs Compensation,2014,
Dec 2014,5562.0,14501792,DE,CH0012221716,537.0,13356506583,"ABB, ABBN",Group CFO,ABB LTD,1850.0,1314.0,Eric A Elzvik,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2014,Europe,SMDE,SMDEs Compensation,2014,
Dec 2014,1798.0,14501792,DE,CH0012221716,442.0,13860527164,"ABB, ABBN",Division President,ABB LTD,1524.0,1082.0,Pekka Tiitinen,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2014,Europe,SMDE,SMDEs Compensation,2014,
Dec 2015,2837.0,14501792,DE,CH0012221716,763.0,11084832907,"ABB, ABBN",Regional President,ABB LTD,2273.0,1510.0,Greg Scheu,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2015,Europe,SMDE,SMDEs Compensation,2015,
Dec 2015,3696.0,14501792,DE,CH0012221716,771.0,11260893321,"ABB, ABBN",Regional President,ABB LTD,2043.0,1271.0,Francis (Frank) Duggan,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2015,Europe,SMDE,SMDEs Compensation,2015,
Dec 2015,1116.0,14501792,DE,CH0012221716,610.0,12541965523,"ABB, ABBN",Division President,ABB LTD,1899.0,1289.0,Doctor Peter Terwiesch,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2015,Europe,SMDE,SMDEs Compensation,2015,
Dec 2015,2154.0,14501792,DE,CH0012221716,712.0,13220096409,"ABB, ABBN",Division Global President,ABB LTD,2105.0,1393.0,Claudio Facchin,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2015,Europe,SMDE,SMDEs Compensation,2015,
Dec 2015,1929.0,14501792,DE,CH0012221716,741.0,13356506583,"ABB, ABBN",Group CFO,ABB LTD,2321.0,1580.0,Eric A Elzvik,Engineering & Machinery,"OMX Stockholm 30, SMI , Stoxx Europe 50",Switzerland,Europe - SMDEs Compensation - 2015,Europe,SMDE,SMDEs Compensation,2015,
Aug 2016,8922.0,17713298,DE,IE00B4BNMY34,4425.0,11231503251,ACN,Regional CEO,ACCENTURE PLC (Accenture Ltd prior to 09/2009),5444.0,1020.0,Julie Spellman Sweet,Business Services,"S&P 100, S&P 500",Republic Of Ireland,Europe - SMDEs Compensation - 2016,Europe,SMDE,SMDEs Compensation,2016,
